-49.731580107662	-46.57929603093508
-49.83923029694337	-46.58470194513817
-49.9704580681739	-46.59128504532459
-50.105572723702515	-46.59805628211391
-50.21049759691571	-46.60331034826177
-50.32729869377319	-46.60915070594413
-50.467895690718066	-46.616171217623496
-50.59168530731588	-46.622343777020546
-50.73815211884184	-46.62963730914751
-50.84391018216943	-46.6348976088098
-50.98621635644039	-46.641967393510555
-51.11259790835776	-46.64823717658868
-51.21408742394509	-46.653267891728106
-51.32199541260998	-46.65861010237565
-51.46047107085462	-46.665458457234024
-51.59546560493411	-46.67212497099634
-51.76366698299805	-46.68041980795911
-51.90943555910824	-46.68759857539293
-52.0314526441359	-46.69359860785349
-52.2065159835671	-46.70219529566799
-52.34359288192247	-46.70891702652471
-52.509820885368086	-46.717056609247855
-52.636999682274734	-46.72327568712374
-52.73971577784835	-46.728293189447406
-52.851818508440616	-46.73376368074391
-52.96254306789816	-46.73916109670335
-53.09927670806043	-46.74581936201199
-53.24636810347757	-46.75297164711072
-53.4038890908673	-46.760618597322875
-53.6104448647192	-46.77063033421769
-53.80416572566138	-46.7800030628223
-53.90502879492839	-46.784877188643556
-54.05491203999101	-46.7921105969016
-54.160661206452986	-46.797207719002536
-54.29390922107886	-46.80362448990225
-54.468465931057615	-46.81201696823091
-54.58897002124489	-46.817803681829325
-54.736326637942895	-46.82487415645462
-54.88489154950068	-46.83199283164228
-55.02881179891416	-46.838879893913585
-55.15850271394637	-46.845076362617064
-55.27267156412923	-46.850524737330474
-55.41322646837597	-46.85722397927015
-55.54405616879912	-46.86345187747202
-55.65425121932671	-46.86869195383513
-55.78754145666055	-46.875022519457666
-55.91392341917006	-46.8810172532864
-56.04304741496048	-46.88713381285168
-56.15311073449556	-46.892340318944285
-56.28809189777111	-46.89871752995699
-56.42305664767514	-46.90508618899738
-56.558692623007936	-46.91147928980851
-56.669187702674186	-46.91668062751924
-56.82740154858227	-46.924121523383135
-56.95183189858703	-46.92996187073694
-57.057833912698314	-46.93492367464496
-56.955159404298705	-46.92899232807103
-56.814834906949216	-46.92327826342969
-56.699478910065785	-46.91858874163977
-56.56747621726819	-46.91322966284265
-56.45369991874163	-46.90861805403515
-56.23753718662854	-46.89987181866489
-56.09772678646753	-46.89422427290169
-55.94267681462399	-46.88796982850595
-55.82924784612695	-46.8834005674275
-55.660795540759985	-46.87662465960469
-55.53164676212478	-46.87143734427823
-55.34113054382122	-46.863797490627014
-55.24072296174518	-46.85977760134892
-55.13136654717297	-46.85540424829372
-55.012451730717785	-46.850653060411815
-54.90627037829846	-46.84641655925493
-54.74947807680101	-46.84016711336581
-54.640504040999986	-46.83582981331986
-54.51769140047843	-46.830947170160684
-54.40181184346607	-46.82634734259976
-54.28214362292181	-46.82160305891987
-54.165364476226486	-46.81697906279273
-54.06460004459027	-46.81299307074927
-53.916128080165024	-46.80712608823955
-53.795533159682535	-46.802367782424554
-53.689491763248434	-46.798188910522185
-53.566787264307315	-46.79335717557095
-53.43881410778959	-46.788327502317685
-53.28771075660067	-46.782397715009004
-53.16148267830101	-46.77745121546513
-53.05412723313153	-46.77325033077602
-52.93760408794782	-46.76869708554003
-52.779665696378665	-46.7625349787081
-52.65025669528428	-46.75749548681863
-52.52591796165767	-46.75266027920699
-52.41200999664759	-46.748237021925014
-52.311267062111895	-46.744329155273114
-52.19259164735726	-46.739733766548895
-52.067783640655854	-46.734907078744975
-51.956273989901106	-46.73060078895939
-51.804371931374256	-46.72474419921265
-51.6602772440366	-46.717332690398685
-51.54660297108499	-46.709519676462484
-51.41635372677662	-46.70059882749246
-51.304964784311366	-46.69299267586353
-51.17328450113244	-46.684017190204386
-50.988283318289994	-46.671428913724824
-50.85578873054041	-46.670183829052334
-50.7451257876765	-46.67052346661201
-50.63186677754253	-46.670843878101245
-50.486572168358805	-46.67123957447711
-50.350620011535305	-46.671607753520625
-50.207417044686004	-46.67200007985695
-50.0748911761188	-46.672369981470894
-49.93584198700584	-46.672763548392204
-49.786966137208495	-46.67319509984989
-49.66680532590288	-46.67354871122423
-49.538325709896824	-46.67393546090576
-49.43103600705023	-46.67426400890767
-49.28422031913478	-46.674723779639514
-49.1775556398523	-46.675068992131905
